therapeutic_id,name,url,synonyms,fda_statuses,companies,target_types,therapy_types,approved_for,source_search_ids
donepezil,Donepezil,https://www.alzforum.org/therapeutics/donepezil,"Aricept™, Donepezil hydrochloride, Eranz®, E 2020","Alzheimer's Disease (Approved), Dementia with Lewy Bodies (Inactive), Down's Syndrome (Inactive), Parkinson's Disease Dementia (Inactive)","Corium, Inc., Eisai Co., Ltd., Pfizer",Cholinergic System,Small Molecule,"Alzheimer's Disease, Dementia with Lewy Bodies (Japan)",?fda_statuses[]=184&target_types[]=172 | ?fda_statuses[]=190&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=184&therapy_types[]=166 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
dronabinol,Dronabinol,https://www.alzforum.org/therapeutics/dronabinol,"THC , Marinol, Syndros, delta-9-tetrahydrocannabinol, delta-9-THC",Alzheimer's Disease (Phase 2),"AbbVie, Others",Other Neurotransmitters,Small Molecule,Anorexia and weight loss in people with AIDS; Second-line treatment of nausea and vomiting due to chemotherapy,?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
e2511,E2511,https://www.alzforum.org/therapeutics/e2511,,Alzheimer's Disease (Phase 1),"Eisai Co., Ltd.",Cholinergic System,Small Molecule,,?fda_statuses[]=181&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
edaravone,Edaravone,https://www.alzforum.org/therapeutics/edaravone,"MCI-186, Radicava®, Radicut®, MT-1186, FAB122",Amyotrophic Lateral Sclerosis (Phase 4),Mitsubishi Tanabe Pharma,Other,Small Molecule,Amyotrophic Lateral Sclerosis,?fda_statuses[]=851&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=851&therapy_types[]=166 | ?therapy_types[]=166
edicotinib,Edicotinib,https://www.alzforum.org/therapeutics/edicotinib,"JNJ-40346527, JNJ-527, PRV-6527",Alzheimer's Disease (Phase 1),Janssen,Inflammation,Small Molecule,,?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
edonerpic,Edonerpic,https://www.alzforum.org/therapeutics/edonerpic,"T-817 MA, T 817",Alzheimer's Disease (Discontinued),"Toyama Chemical Co., Ltd.","Other, Unknown",Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
efavirenz,Efavirenz,https://www.alzforum.org/therapeutics/efavirenz,Efavirenz,Alzheimer's Disease (Phase 1),,"Amyloid-Related, Tau, Cholesterol",Small Molecule,HIV infection,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&target_types[]=171 | ?target_types[]=171 | ?fda_statuses[]=181&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
eht-0202,EHT 0202,https://www.alzforum.org/therapeutics/eht-0202,Etazolate,Alzheimer's Disease (Phase 2),ExonHit Therapeutics,Other,Small Molecule,None,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
elenbecestat,Elenbecestat,https://www.alzforum.org/therapeutics/elenbecestat,"E2609, BACE inhibitor",Alzheimer's Disease (Discontinued),"Biogen, Eisai Co., Ltd.",Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
elnd005,ELND005,https://www.alzforum.org/therapeutics/elnd005,"AZD-103, Scyllo-inositol, cyclohexane-1,2,3,4,5,6-hexol",Alzheimer's Disease (Inactive),"Elan Corporation, Opko Health, Speranza Therapeutics, Transition Therapeutics, Inc.",Amyloid-Related,Small Molecule,None,?fda_statuses[]=190&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
empagliflozin,Empagliflozin,https://www.alzforum.org/therapeutics/empagliflozin,"Jardiance, BI-10773",Alzheimer's Disease (Phase 1),"Boehringer Ingelheim, Eli Lilly & Co.",Other,Small Molecule,"Type 2 Diabetes, Cardiovascular disease",?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
emrusolmin,Emrusolmin,https://www.alzforum.org/therapeutics/emrusolmin,"Anle138b, TEV-56286","Parkinson's Disease (Phase 1/2), Multiple System Atrophy (Phase 2)","MODAG GmbH, Teva","Tau, alpha-synuclein, Other",Small Molecule,,?fda_statuses[]=33251&target_types[]=175 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&target_types[]=177 | ?fda_statuses[]=182&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=33251&therapy_types[]=166 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
emtricitabine,Emtricitabine,https://www.alzforum.org/therapeutics/emtricitabine,,Alzheimer's Disease (Phase 1),"Gilead Sciences, Inc.",Inflammation,"Small Molecule, DNA/RNA-based","HIV infection, Hepatitis B infection",?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=164 | ?therapy_types[]=164 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
encenicline,Encenicline,https://www.alzforum.org/therapeutics/encenicline,"EVP-6124 , MT-4666, α7-nAChR agonist","Alzheimer's Disease (Discontinued), Schizophrenia (Discontinued)","FORUM Pharmaceuticals Inc., Mitsubishi Tanabe Pharma",Cholinergic System,Small Molecule,None,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
engensis-0,Engensis,https://www.alzforum.org/therapeutics/engensis-0,"VM202, pCK-HGF-X7, NL003, hepatocyte growth factor",Amyotrophic Lateral Sclerosis (Phase 2),Helixmith,Other,DNA/RNA-based,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=164 | ?therapy_types[]=164
epigallocatechin-gallate-egcg,Epigallocatechin Gallate (EGCG),https://www.alzforum.org/therapeutics/epigallocatechin-gallate-egcg,Sunphenon EGCg,"Alzheimer's Disease (Phase 2/3), Down's Syndrome (Phase 2), Multiple System Atrophy (Phase 3)",Taiyo International,"Amyloid-Related, Inflammation, Other","Supplement, Dietary",,?fda_statuses[]=182&target_types[]=170 | ?fda_statuses[]=931&target_types[]=170 | ?fda_statuses[]=183&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=173 | ?fda_statuses[]=931&target_types[]=173 | ?fda_statuses[]=183&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=931&target_types[]=175 | ?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=163 | ?fda_statuses[]=931&therapy_types[]=163 | ?fda_statuses[]=183&therapy_types[]=163 | ?therapy_types[]=163
epothilone-d,Epothilone D,https://www.alzforum.org/therapeutics/epothilone-d,BMS-241027,Alzheimer's Disease (Discontinued),Bristol-Myers Squibb,Tau,Small Molecule,,?fda_statuses[]=189&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
eptastigmine,Eptastigmine,https://www.alzforum.org/therapeutics/eptastigmine,MF 201,Alzheimer's Disease (Discontinued),Mediolanum,Cholinergic System,Small Molecule,None,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
estrogen,Estrogen,https://www.alzforum.org/therapeutics/estrogen,Premarin™,Alzheimer's Disease (Discontinued),,Other,Other,Hormone Replacement Therapy,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=167 | ?therapy_types[]=167
etalanetug,Etalanetug,https://www.alzforum.org/therapeutics/etalanetug,E2814,Alzheimer's Disease (Phase 2/3),"Eisai Co., Ltd.",Tau,Immunotherapy (passive),,?fda_statuses[]=931&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=931&therapy_types[]=162 | ?therapy_types[]=162
etanercept,Etanercept,https://www.alzforum.org/therapeutics/etanercept,Enbrel™,Alzheimer's Disease (Phase 2),"Amgen, Inc., Pfizer",Inflammation,Immunotherapy (passive),"Rheumatoid Arthritis, Psoriatic Arthritis, Ankylosing Spondilysis",?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
evp-0962,EVP-0962,https://www.alzforum.org/therapeutics/evp-0962,EVP 0015962,"Alzheimer's Disease (Discontinued), Mild Cognitive Impairment (Discontinued)",FORUM Pharmaceuticals Inc.,Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
exenatide,Exenatide,https://www.alzforum.org/therapeutics/exenatide,"Exendin-4, Byetta, Bydureon","Alzheimer's Disease (Inactive), Parkinson's Disease (Phase 3)","AstraZeneca, Eli Lilly & Co.",Other,Small Molecule,Diabetes mellitus in US,?fda_statuses[]=183&target_types[]=175 | ?fda_statuses[]=190&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=183&therapy_types[]=166 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
exidavnemab,Exidavnemab,https://www.alzforum.org/therapeutics/exidavnemab,"BAN0805, ABBV-0805","Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 2)","AbbVie, BioArctic AB",alpha-synuclein,Immunotherapy (passive),,?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
ezeprogind,Ezeprogind,https://www.alzforum.org/therapeutics/ezeprogind,"AZP2006 , AZP-2006",Progressive Supranuclear Palsy (Phase 2),AlzProtect,"Tau, Inflammation, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
flurizan,Flurizan™,https://www.alzforum.org/therapeutics/flurizan,"tarenflurbil , r-flurbiprofen, MPC-7869",Alzheimer's Disease (Discontinued),Myriad Genetics & Laboratories,Amyloid-Related,Small Molecule,None,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
focused-ultrasound-blood-brain-barrier,Focused Ultrasound – Blood-Brain Barrier,https://www.alzforum.org/therapeutics/focused-ultrasound-blood-brain-barrier,"FUS-BBB, MRgFUS, MRI-Guided Focused Ultrasound, FUS+MB","Alzheimer's Disease (Phase 1), Amyotrophic Lateral Sclerosis (Phase 1), Mild Cognitive Impairment (Phase 1), Parkinson's Disease (Phase 1)",,"Amyloid-Related, Other",Procedural Intervention,,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=165 | ?therapy_types[]=165
foralumab,Foralumab,https://www.alzforum.org/therapeutics/foralumab,"TZLS-401, NI-0401, 28F11-AE","Alzheimer's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 2)",Tiziana Life Sciences,Inflammation,Immunotherapy (passive),,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
fosgonimeton,Fosgonimeton,https://www.alzforum.org/therapeutics/fosgonimeton,"ATH-1017, NDX-1017","Alzheimer's Disease (Discontinued), Dementia with Lewy Bodies (Discontinued), Parkinson's Disease Dementia (Discontinued)",Athira Pharma,Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
fosigotifator,Fosigotifator,https://www.alzforum.org/therapeutics/fosigotifator,"ABBV-CLS-7262, Fosigotifator sodium tromethamine",Amyotrophic Lateral Sclerosis (Discontinued),"AbbVie, Calico Life Sciences LLC.",Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
frm-0334,FRM-0334,https://www.alzforum.org/therapeutics/frm-0334,EVP-0334,Frontotemporal Dementia (Discontinued),FORUM Pharmaceuticals Inc.,Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
g-csf,G-CSF,https://www.alzforum.org/therapeutics/g-csf,Filgrastim,Alzheimer's Disease (Phase 2),,Other,Small Molecule,Neutropenia in US,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
galantamine,Galantamine,https://www.alzforum.org/therapeutics/galantamine,"Razadyne™, Reminyl™, Nivalin®",Alzheimer's Disease (Approved),"Janssen, Ortho-McNeil Pharmaceutical, Sanochemia Pharmazeutika, Shire, Takeda Pharmaceutical Company",Cholinergic System,Small Molecule,Mild to Moderate Alzheimer's disease,?fda_statuses[]=184&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=184&therapy_types[]=166 | ?therapy_types[]=166
gammagardr,Gammagard®,https://www.alzforum.org/therapeutics/gammagardr,"Intravenous Immunoglobulin, IVIg",Alzheimer's Disease (Discontinued),Baxter Healthcare,"Amyloid-Related, Inflammation",Immunotherapy (passive),Immunodeficiency conditions,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
gamunex,Gamunex,https://www.alzforum.org/therapeutics/gamunex,"Intravenous Immunoglobulin, Human Albumin Combined With Flebogamma",Alzheimer's Disease (Phase 2/3),Grifols Biologicals Inc.,"Amyloid-Related, Inflammation","Combination, Immunotherapy (passive)","Immunodeficiency, chronic inflammatory demyelinating neuropathy",?fda_statuses[]=931&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=931&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=931&therapy_types[]=36536 | ?therapy_types[]=36536 | ?fda_statuses[]=931&therapy_types[]=162 | ?therapy_types[]=162
gantenerumab,Gantenerumab,https://www.alzforum.org/therapeutics/gantenerumab,"RO4909832, RG1450, R1450",Alzheimer's Disease (Discontinued),"Chugai Pharmaceutical Co., Ltd., Hoffmann-La Roche",Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
gc021109,GC021109,https://www.alzforum.org/therapeutics/gc021109,,Alzheimer's Disease (Phase 1),GliaCure,Inflammation,Small Molecule,,?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
gemfibrozil,Gemfibrozil,https://www.alzforum.org/therapeutics/gemfibrozil,"Lopid, Jezil, Gen-Fibro",Alzheimer's Disease (Phase 1),,Cholesterol,Small Molecule,Hyperlipidemia,?fda_statuses[]=181&target_types[]=171 | ?target_types[]=171 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
gosuranemab,Gosuranemab,https://www.alzforum.org/therapeutics/gosuranemab,"BIIB092, BMS-986168, IPN007","Progressive Supranuclear Palsy (Discontinued), Alzheimer's Disease (Discontinued)","Biogen, Bristol-Myers Squibb",Tau,Immunotherapy (passive),,?fda_statuses[]=189&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
grf6019,GRF6019,https://www.alzforum.org/therapeutics/grf6019,,Alzheimer's Disease (Phase 2),"Alkahest, Inc., Grifols Biologicals Inc.","Inflammation, Other, Unknown",Other,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
grf6021,GRF6021,https://www.alzforum.org/therapeutics/grf6021,AKST/GRF6021,Parkinson's Disease Dementia (Phase 2),"Alkahest, Inc., Grifols Biologicals Inc.","Inflammation, Other, Unknown",Other,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
gsk239512,GSK239512,https://www.alzforum.org/therapeutics/gsk239512,,Alzheimer's Disease (Discontinued),GlaxoSmithKline (GSK),"Cholinergic System, Other Neurotransmitters",Small Molecule,,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
gsk2647544,GSK2647544,https://www.alzforum.org/therapeutics/gsk2647544,GSK-2647544,Alzheimer's Disease (Phase 1),GlaxoSmithKline (GSK),Cholesterol,Small Molecule,,?fda_statuses[]=181&target_types[]=171 | ?target_types[]=171 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
gsk933776,GSK933776,https://www.alzforum.org/therapeutics/gsk933776,,Alzheimer's Disease (Inactive),GlaxoSmithKline (GSK),Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=190&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=190&therapy_types[]=162 | ?therapy_types[]=162
gt-02287,GT-02287,https://www.alzforum.org/therapeutics/gt-02287,,Parkinson's Disease (Phase 1),"Gain Therapeutics, Inc.","alpha-synuclein, Other",Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
guanfacine,Guanfacine,https://www.alzforum.org/therapeutics/guanfacine,"Intuniv, SPD503, Afken, Estulic, Tenex",Alzheimer's Disease (Phase 3),,Other Neurotransmitters,Small Molecule,"Attention-deficit hyperactivity disorder, hypertension",?fda_statuses[]=183&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
gv-971,GV-971,https://www.alzforum.org/therapeutics/gv-971,"sodium oligomannate, sodium oligo-mannurarate",Alzheimer's Disease (Inactive),Shanghai Green Valley Pharmaceuticals,"Amyloid-Related, Inflammation",Small Molecule,,?fda_statuses[]=190&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=190&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
gv1001,GV1001,https://www.alzforum.org/therapeutics/gv1001,"RIAVAXTM, Tertomotide",Alzheimer's Disease (Phase 3),GemVax & KAEL Bio,Other,Immunotherapy (active),Pancreatic cancer (Korea),?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=183&therapy_types[]=161 | ?therapy_types[]=161
hf0220,HF0220,https://www.alzforum.org/therapeutics/hf0220,,Alzheimer's Disease (Discontinued),Newron,Inflammation,Small Molecule,,?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
hmtm,HMTM,https://www.alzforum.org/therapeutics/hmtm,"LMTM, LMTX, LMT-X, TRx0237, Tau aggregation inhibitor (TAI), Methylene Blue","Alzheimer's Disease (Phase 3), Frontotemporal Dementia (Phase 3)",TauRx Therapeutics Ltd,Tau,Small Molecule,Methylene Blue predates FDA. Used for treatment of malaria and methemoglobinemia.,?fda_statuses[]=183&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
htl0018318,HTL0018318,https://www.alzforum.org/therapeutics/htl0018318,,"Alzheimer's Disease (Inactive), Dementia with Lewy Bodies (Inactive)","Allergan plc, Sosei Heptares",Cholinergic System,Small Molecule,,?fda_statuses[]=190&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
huperzine,Huperzine A,https://www.alzforum.org/therapeutics/huperzine,"ZT-1, DEBIO 9902 , Qian ceng ta, Cerebra capsule, Pharmassure Memorall capsule",Alzheimer's Disease (Inactive),"Debiopharm Group™, Neuro-Hitech, Inc.",Cholinergic System,"Small Molecule, Supplement, Dietary",None,?fda_statuses[]=190&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166 | ?fda_statuses[]=190&therapy_types[]=163 | ?therapy_types[]=163
ibc-ab002,IBC-Ab002,https://www.alzforum.org/therapeutics/ibc-ab002,,Alzheimer's Disease (Phase 1),ImmunoBrain Checkpoint,"Amyloid-Related, Inflammation, Other",Immunotherapy (passive),,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=162 | ?therapy_types[]=162
ibuprofen,Ibuprofen,https://www.alzforum.org/therapeutics/ibuprofen,"Advil™, Nuprin™ , Motrin™",Alzheimer's Disease (Discontinued),,"Amyloid-Related, Inflammation",Small Molecule,Pain and Fever,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
iclepertin,Iclepertin,https://www.alzforum.org/therapeutics/iclepertin,BI 425809,"Alzheimer's Disease (Discontinued), Schizophrenia (Phase 3)",Boehringer Ingelheim,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=183&target_types[]=176 | ?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=183&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
idalopirdine,Idalopirdine,https://www.alzforum.org/therapeutics/idalopirdine,"Lu AE58054, SGS 518","Alzheimer's Disease (Discontinued), Schizophrenia (Inactive)","Lundbeck, Otsuka Pharmaceutical Co., Ltd.",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=190&target_types[]=176 | ?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=190&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
idebenone,Idebenone,https://www.alzforum.org/therapeutics/idebenone,"Catena, Sovrima",Alzheimer's Disease (Discontinued),Takeda Pharmaceutical Company,Other,Small Molecule,None,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
intepirdine,Intepirdine,https://www.alzforum.org/therapeutics/intepirdine,"RVT-101, SB 742457 , GSK 742457","Alzheimer's Disease (Discontinued), Dementia with Lewy Bodies (Discontinued)",Axovant Sciences Ltd.,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
intranasal-oxytocin,Intranasal oxytocin,https://www.alzforum.org/therapeutics/intranasal-oxytocin,"Syntocinon, Pitocin",Frontotemporal Dementia (Phase 2),,Other,Other,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
inzomelid,Inzomelid,https://www.alzforum.org/therapeutics/inzomelid,"Emlenoflast, IZD174, MCC-7840","Alzheimer's Disease (Discontinued), Parkinson's Disease (Discontinued)","Hoffmann-La Roche, Inflazome Ltd.",Inflammation,Small Molecule,,?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
ion464,ION464,https://www.alzforum.org/therapeutics/ion464,"BIIB101, IONIS-BIIB6Rx",Multiple System Atrophy (Discontinued),"Biogen, IONIS Pharmaceuticals",alpha-synuclein,DNA/RNA-based,,?fda_statuses[]=189&therapy_types[]=164 | ?therapy_types[]=164
ion859,ION859,https://www.alzforum.org/therapeutics/ion859,"BIIB094, IONIS-BIIB7Rx",Parkinson's Disease (Discontinued),"Biogen, IONIS Pharmaceuticals","Inflammation, Other",DNA/RNA-based,,?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=164 | ?therapy_types[]=164
irsenontrine,Irsenontrine,https://www.alzforum.org/therapeutics/irsenontrine,E2027,Dementia with Lewy Bodies (Phase 2),"Eisai Co., Ltd.",Other,Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
iti-1284,ITI-1284,https://www.alzforum.org/therapeutics/iti-1284,"Deulumateperone, ITI-1284-ODT-SL",Alzheimer's Disease (Phase 2),"Intra-Cellular Therapies, Inc., Johnson & Johnson",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
jnj-64042056,JNJ-64042056,https://www.alzforum.org/therapeutics/jnj-64042056,"JNJ-2056, ACI-35.030 , ACI-35 , VAC20121",Alzheimer's Disease (Phase 2/3),"AC Immune SA, Janssen",Tau,Immunotherapy (active),,?fda_statuses[]=931&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=931&therapy_types[]=161 | ?therapy_types[]=161
karxt,KarXT,https://www.alzforum.org/therapeutics/karxt,"xanomeline-trospium, BMS-986510, CobenfyTM",Alzheimer's Disease (Phase 3),"Bristol-Myers Squibb, Karuna Therapeutics",Cholinergic System,"Combination, Small Molecule",Schizophrenia,?fda_statuses[]=183&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=183&therapy_types[]=36536 | ?therapy_types[]=36536 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
ketasyn,Ketasyn,https://www.alzforum.org/therapeutics/ketasyn,"Axona, Caprylic Acid, AC-1202",Alzheimer's Disease (Phase 4),Cerecin Pte. Ltd.,Other,"Supplement, Dietary",,?fda_statuses[]=851&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=851&therapy_types[]=163 | ?therapy_types[]=163
kisunla,Kisunla,https://www.alzforum.org/therapeutics/kisunla,"Donanemab, LY3002813, N3pG-Aβ Monoclonal Antibody",Alzheimer's Disease (Approved),Eli Lilly & Co.,Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=184&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=184&therapy_types[]=162 | ?therapy_types[]=162
kmct-ons,kMCT-ONS,https://www.alzforum.org/therapeutics/kmct-ons,"medium chain triglyceride-based ketogenic oral nutritional supplement, kMCT",Alzheimer's Disease (Not Regulated),Nestlé Health Science,Other,"Supplement, Dietary",,?fda_statuses[]=33161&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33161&therapy_types[]=163 | ?therapy_types[]=163
