biomarker_page_id,page_name,source_url,section,comparison,biomarker_key,analyte_label,analyte_core,fluid,analyte_class,version,n_raw,effect_size_raw,p_value_raw,n,effect_size,p_value,meta_text,meta_urls
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,ALS vs AD,tau_181_csf,tau-181 (CSF),tau-181,CSF,tau,3.0,4,0.466,<0.0001,4.0,0.466,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/amyotrophic-lateral-sclerosis-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,ALS vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,3,0.439,<0.0001,3.0,0.439,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/amyotrophic-lateral-sclerosis-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,ARD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,2,0.463,0.186,2.0,0.463,0.186,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/ard-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CAA vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,2,0.753,<0.0001,2.0,0.753,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cerebral-amyloid-angiopathy-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CAA vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,2,0.862,0.079,2.0,0.862,0.079,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cerebral-amyloid-angiopathy-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CAA vs AD,tau_181_csf,tau-181 (CSF),tau-181,CSF,tau,3.0,2,0.703,0.021,2.0,0.703,0.021,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cerebral-amyloid-angiopathy-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CAA vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,2,0.686,0.052,2.0,0.686,0.052,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cerebral-amyloid-angiopathy-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,7,1.512,<0.0001,7.0,1.512,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,mcp_1_csf,MCP-1 (CSF),MCP-1,CSF,inflammation,3.0,2,1.035,0.724,2.0,1.035,0.724,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-mcp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,7,1.653,<0.0001,7.0,1.653,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,nfl_plasma_serum,NFL (Plasma/Serum),NFL,Plasma/Serum,neurodegeneration,3.0,2,1.507,0.180,2.0,1.507,0.18,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-nfl-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,3,0.938,0.597,3.0,0.938,0.597,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,2,0.686,<0.0001,2.0,0.686,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,3,0.675,0.001,3.0,0.675,0.001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,10,0.513,<0.0001,10.0,0.513,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,tau_p181_plasma_serum,tau-p181 (Plasma/Serum),tau-p181,Plasma/Serum,tau,3.0,2,0.365,<0.0001,2.0,0.365,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-tau-p181-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,11,0.494,<0.0001,11.0,0.494,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CBS vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,2,0.736,0.001,2.0,0.736,0.001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/cbs-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,abeta38_csf,Aβ38 (CSF),Aβ38,CSF,amyloid,3.0,17,1.086,0.034,17.0,1.086,0.034,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-av38-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,50,1.098,<0.0001,50.0,1.098,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,abeta40_plasma_serum,Aβ40 (Plasma/Serum),Aβ40,Plasma/Serum,amyloid,3.0,46,0.952,0.105,46.0,0.952,0.105,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-av40-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,202,1.818,<0.0001,202.0,1.818,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,abeta42_plasma_serum,Aβ42 (Plasma/Serum),Aβ42,Plasma/Serum,amyloid,3.0,51,0.959,0.058,51.0,0.959,0.058,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-av42-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,gfap_csf,GFAP (CSF),GFAP,CSF,inflammation,3.0,5,0.666,0.055,5.0,0.666,0.055,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-gfap-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,gfap_plasma_serum,GFAP (Plasma/Serum),GFAP,Plasma/Serum,inflammation,3.0,7,0.519,<0.0001,7.0,0.519,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-gfap-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,mcp_1_csf,MCP-1 (CSF),MCP-1,CSF,inflammation,3.0,11,0.917,0.002,11.0,0.917,0.002,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-mcp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,mcp_1_plasma_serum,MCP-1 (Plasma/Serum),MCP-1,Plasma/Serum,inflammation,3.0,8,0.962,0.411,8.0,0.962,0.411,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-mcp-1-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,29,0.505,<0.0001,29.0,0.505,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,nfl_plasma_serum,NFL (Plasma/Serum),NFL,Plasma/Serum,neurodegeneration,3.0,15,0.54,<0.0001,15.0,0.54,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-nfl-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,nse_csf,NSE (CSF),NSE,CSF,other,3.0,9,0.683,0.004,9.0,0.683,0.004,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-nse-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,nse_plasma_serum,NSE (Plasma/Serum),NSE,Plasma/Serum,other,3.0,3,1.001,0.992,3.0,1.001,0.992,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-nse-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,vlp_1_csf,VLP-1 (CSF),VLP-1,CSF,other,3.0,7,0.647,<0.0001,7.0,0.647,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-vlp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,32,0.733,<0.0001,32.0,0.733,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,ykl_40_plasma_serum,YKL-40 (Plasma/Serum),YKL-40,Plasma/Serum,inflammation,3.0,4,0.411,0.015,4.0,0.411,0.015,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-ykl-40-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,albumin_ratio,albumin ratio,albumin ratio,,other,3.0,21,0.901,0.003,21.0,0.901,0.003,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-albumin-ratio-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,hfabp_csf,hFABP (CSF),hFABP,CSF,other,3.0,7,0.696,<0.0001,7.0,0.696,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-hfabp-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,hfabp_plasma_serum,hFABP (Plasma/Serum),hFABP,Plasma/Serum,other,3.0,3,0.949,0.389,3.0,0.949,0.389,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-hfabp-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,22,0.622,<0.0001,22.0,0.622,0.0001,v.3.0,http://alzbiomarker/meta-analysis/control-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,neurogranin_plasma_serum,neurogranin (Plasma/Serum),neurogranin,Plasma/Serum,other,3.0,2,1.4,0.253,2.0,1.4,0.253,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-neurogranin-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,14,0.966,0.438,14.0,0.966,0.438,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,sapp_plasma_serum,sAPPα (Plasma/Serum),sAPPα,Plasma/Serum,other,3.0,2,0.666,0.114,2.0,0.666,0.114,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-sappa-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,17,0.987,0.629,17.0,0.987,0.629,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,sappbeta_plasma_serum,sAPPβ (Plasma/Serum),sAPPβ,Plasma/Serum,other,3.0,3,1.429,0.300,3.0,1.429,0.3,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-sappv-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,strem2_csf,sTREM2 (CSF),sTREM2,CSF,inflammation,3.0,12,0.761,<0.0001,12.0,0.761,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-strem2-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,148,0.531,<0.0001,148.0,0.531,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_p181_plasma_serum,tau-p181 (Plasma/Serum),tau-p181,Plasma/Serum,tau,3.0,19,0.556,<0.0001,19.0,0.556,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-p181-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_p217_csf,tau-p217 (CSF),tau-p217,CSF,tau,3.0,2,0.091,<0.0001,2.0,0.091,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-p217-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_p217_plasma_serum,tau-p217 (Plasma/Serum),tau-p217,Plasma/Serum,tau,3.0,2,0.258,0.082,2.0,0.258,0.082,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-p217-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_p231_csf,tau-p231 (CSF),tau-p231,CSF,tau,3.0,5,0.17,<0.0001,5.0,0.17,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-p231-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,227,0.402,<0.0001,227.0,0.402,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,tau_total_plasma_serum,tau-total (Plasma/Serum),tau-total,Plasma/Serum,tau,3.0,36,0.728,<0.0001,36.0,0.728,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-tau-total-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,24,0.845,0.0004,24.0,0.845,0.0004,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,CTRL vs AD,synuclein_plasma_serum,α-synuclein (Plasma/Serum),α-synuclein,Plasma/Serum,other,3.0,3,1.1,0.325,3.0,1.1,0.325,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/control-vs-alzheimers-disease-synuclein-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DEP vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,2,0.911,0.085,2.0,0.911,0.085,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/depression-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DEP vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,5,1.918,<0.0001,5.0,1.918,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/depression-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DEP vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,3,0.553,<0.0001,3.0,0.553,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/depression-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DEP vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,9,0.338,<0.0001,9.0,0.338,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/depression-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,abeta38_csf,Aβ38 (CSF),Aβ38,CSF,amyloid,3.0,3,0.714,0.051,3.0,0.714,0.051,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-av38-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,10,0.84,0.0001,10.0,0.84,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,42,1.159,0.0001,42.0,1.159,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,albumin_ratio,albumin ratio,albumin ratio,,other,3.0,2,1.260,0.0002,2.0,1.26,0.0002,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-albumin-ratio-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,4,1.191,0.247,4.0,1.191,0.247,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,5,0.92,0.027,5.0,0.92,0.027,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,hfabp_csf,hFABP (CSF),hFABP,CSF,other,3.0,2,0.936,0.466,2.0,0.936,0.466,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-hfabp-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,hfabp_plasma_serum,hFABP (Plasma/Serum),hFABP,Plasma/Serum,other,3.0,2,2.276,0.001,2.0,2.276,0.001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-hfabp-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,4,0.580,0.001,4.0,0.58,0.001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,2,0.843,0.116,2.0,0.843,0.116,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,2,0.874,0.340,2.0,0.874,0.34,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,strem2_csf,sTREM2 (CSF),sTREM2,CSF,inflammation,3.0,2,1.104,0.389,2.0,1.104,0.389,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-strem2-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,38,0.56,0.0001,38.0,0.56,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,46,0.492,0.0001,46.0,0.492,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,DLB vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,17,0.822,0.001,17.0,0.822,0.001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/dementia-lewy-bodies-vs-alzheimers-disease-synuclein-csf
