therapeutic_id,name,url,synonyms,fda_statuses,companies,target_types,therapy_types,approved_for,source_search_ids,page_title,detail_name,detail_synonyms,detail_therapy_type,detail_target_type,detail_conditions,detail_fda_status,detail_company,detail_approved_for,mechanism_summary,mechanism_raw,overview_raw,status_overall,trial_phase_max,has_phase3,trial_count_timeline,last_updated,detail_url
orm-12741,ORM-12741,https://www.alzforum.org/therapeutics/orm-12741,,Alzheimer's Disease (Phase 2),Orion Pharma,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,ORM-12741,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,Alzheimer's Disease (Phase 2),Orion Pharma,,ORM-12741 is an orally available α 2c adrenergic receptor antagonist being developed for Alzheimer's disease by the Finnish company Orion. The role of the α 2c adrenergic receptor in Alzheimer's disease is poorly understood.,"Background ORM-12741 is an orally available α 2c adrenergic receptor antagonist being developed for Alzheimer's disease by the Finnish company Orion. The role of the α 2c adrenergic receptor in Alzheimer's disease is poorly understood. Its role in the cognitive deficits of schizophrenia is better-studied ( Kalkman and Loetscher, 2003 ). ORM-12741 was originally found as part of a schizophrenia drug discovery program, but after some early clinical studies in Europe is not currently being developed for this indication. The α 2c adrenergic receptor modulates numerous brain systems, including brain activity during stress. No peer-reviewed studies about ORM-1274 have been published, but according to Orion, the compound improved memory function in rodent studies ( Orion media release ).",Overview Name: ORM-12741 Therapy Type: Small Molecule (timeline) Target Type: Other Neurotransmitters (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Orion Pharma,ongoing,2.0,False,1.0,18 Nov 2016,https://www.alzforum.org/therapeutics/orm-12741
pbft02,PBFT02,https://www.alzforum.org/therapeutics/pbft02,,Frontotemporal Dementia (Phase 1/2),Passage Bio,Other,DNA/RNA-based,,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=164 | ?therapy_types[]=164,Therapeutics,PBFT02,,DNA/RNA-based,Other,Frontotemporal Dementia,Frontotemporal Dementia (Phase 1/2),Passage Bio,,PBFT02 is a gene-replacement therapy that uses adeno-associated virus serotype 1 (AAV1) to deliver a functional copy of the progranulin gene GRN to the brain. Progranulin mutations are a frequent cause of familial frontotemporal dementia.,"Background PBFT02 is a gene-replacement therapy that uses adeno-associated virus serotype 1 (AAV1) to deliver a functional copy of the progranulin gene GRN to the brain. Progranulin mutations are a frequent cause of familial frontotemporal dementia. Mutations result in 30 to 50 percent reductions in cerebrospinal fluid progranulin levels compared to the normal range. Progranulin insufficiency interferes with proper lysosomal function. PBFT02 is intended to overcome progranulin deficiency in mutation carriers. PBFT02 is delivered as a one-time injection into the cerebrospinal fluid in the cisterna magna at the base of the brain. In preclinical work, intraventricular injection of AAV-GRN into progranulin-deficient mice led to elevated progranulin concentration in the brain and CSF, normalization of lysosome function, and reduction in microgliosis. In nonhuman primates, a single injection into the cisterna magna raised CSF progranulin to 40 times normal human levels, with no apparent toxic effects ( Hinderer et al., 2020 ).",Overview Name: PBFT02 Therapy Type: DNA/RNA-based Target Type: Other (timeline) Condition(s): Frontotemporal Dementia U.S. FDA Status: Frontotemporal Dementia (Phase 1/2) Company: Passage Bio,ongoing,1.0,False,,03 Jul 2024,https://www.alzforum.org/therapeutics/pbft02
pbt2,PBT2,https://www.alzforum.org/therapeutics/pbt2,PBT-2,"Alzheimer's Disease (Inactive), Huntington's Disease (Inactive)",Alterity Therapeutics,"Amyloid-Related, Metals",Small Molecule,,?fda_statuses[]=190&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=190&target_types[]=174 | ?target_types[]=174 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,PBT2,PBT-2,Small Molecule,"Amyloid-Related, Metals","Alzheimer's Disease, Huntington's Disease","Alzheimer's Disease (Inactive), Huntington's Disease (Inactive)",Alterity Therapeutics,,PBT2 is a metal protein-attenuating compound (MPAC) being developed for treatment of both Alzheimer's and Huntington's diseases. It is an 8-hydroxyquinoline derivative that disrupts the interaction between metals and the Aβ peptide in the brain.,"Background PBT2 is a metal protein-attenuating compound (MPAC) being developed for treatment of both Alzheimer's and Huntington's diseases. It is an 8-hydroxyquinoline derivative that disrupts the interaction between metals and the Aβ peptide in the brain. The rationale is that as an MPAC, PBT2 prevents Aβ accumulation while also restoring copper and zinc ion homoeostasis in cells. According to scientists at Alterity Therapeutics, formerly Prana Biotechnology Ltd., increasing bioactive metal levels in the aging brain accelerates formation of amyloid plaques as well as neurotoxic oxidative processes. PBT2 translocates copper and zinc ions into the cell, reducing their extracellular levels and thereby reducing metal-mediated Aβ aggregation. It does so by acting as a copper and zinc ionophore rather than a chelator. PBT2 was reported to improve indicators of synaptic health such as spine density and synaptic protein levels in APP transgenic mice ( Bush and Tanzi, 2008 ; Crouch et al., 2011 ; Adlard et al., 2011 ). Two studies reported that copper drives aggregation of the mutant huntingtin protein and that PBT2 improved motor performance and extended the lifespan in a mouse model of HD (see Fox et al., 2007 ; Cherny et al., 2012 ). PBT2 is taken as an oral capsule and crosses the blood-brain barrier. PBT2 is the second-generation compound with improved brain penetrance and pharmacokinetics to PBT1, which was discontinued because of formulation and safety issues.","Overview Name: PBT2 Synonyms: PBT-2 Chemical Name: Hydroxyquinoline Therapy Type: Small Molecule (timeline) Target Type: Amyloid-Related (timeline) , Metals Condition(s): Alzheimer's Disease, Huntington's Disease U.S. FDA Status: Alzheimer's Disease (Inactive), Huntington's Disease (Inactive) Company: Alterity Therapeutics",unknown,,False,,16 Oct 2023,https://www.alzforum.org/therapeutics/pbt2
pepinemab,Pepinemab,https://www.alzforum.org/therapeutics/pepinemab,"VX15, VX15/2503","Alzheimer's Disease (Phase 1/2), Huntington's Disease (Phase 2)","Vaccinex, Inc.",Inflammation,Immunotherapy (passive),,?fda_statuses[]=33251&target_types[]=173 | ?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=33251&therapy_types[]=162 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162,Therapeutics,Pepinemab,"VX15, VX15/2503",Immunotherapy (passive),Inflammation,"Alzheimer's Disease, Huntington's Disease","Alzheimer's Disease (Phase 1/2), Huntington's Disease (Phase 2)","Vaccinex, Inc.",,"Pepinemab is a humanized IgG4 monoclonal antibody to semaphorin 4D, a multifunctional membrane glycoprotein expressed by oligodendrocytes and astrocytes in the central nervous system. In response to stress or injury, neurons release soluble Sema4D, which binds to receptors on glia and activates inflammatory cytokine release.","Background Pepinemab is a humanized IgG4 monoclonal antibody to semaphorin 4D, a multifunctional membrane glycoprotein expressed by oligodendrocytes and astrocytes in the central nervous system. In response to stress or injury, neurons release soluble Sema4D, which binds to receptors on glia and activates inflammatory cytokine release. Sema4D inhibits axon extension and oligodendrocyte migration, and disrupts the blood-brain barrier ( Smith et al., 2015 ). Pepinemab neutralizes Sema4D to prevent these actions ( Fisher et al., 2016 ). Semaphorins, a large family of signaling proteins, were first described in the nervous system. Sema4D, aka CD100, is expressed on macrophages and involved in monocyte migration, T cell activation, atherosclerosis, and other conditions (e.g. Hall et al., 1996 ; Elhabazi et al., 2003 , Luque et al., 2018 ). In preclinical work, pepinemab slowed brain atrophy and improved some behaviors in the YAC128 mouse model of Huntington’s disease ( Southwell et al., 2015 ). According to data presented at the 2020 AAT-AD/PD conference, Sema4D expression rose as disease progressed in a second mouse model of HD, Q175 ( Apr 2020 conference news). At the same conference, the company reported that Sema4D was elevated in human postmortem HD brain, correlating with disease stage and neuronal death in several cortical regions. Where Sema4D expression was high, astrocytes withdrew their processes. Subsequently, the company published data on the upregulation of Sema4D in cortical neurons in people with AD ( Evans et al., 2022 ).","Overview Name: Pepinemab Synonyms: VX15, VX15/2503 Therapy Type: Immunotherapy (passive) (timeline) Target Type: Inflammation (timeline) Condition(s): Alzheimer's Disease, Huntington's Disease U.S. FDA Status: Alzheimer's Disease (Phase 1/2), Huntington's Disease (Phase 2) Company: Vaccinex, Inc.",ongoing,2.0,False,,15 Nov 2024,https://www.alzforum.org/therapeutics/pepinemab
pf-05212377,PF-05212377,https://www.alzforum.org/therapeutics/pf-05212377,"PF-5212377, WYE-103760, SAM-760",Alzheimer's Disease (Discontinued),Pfizer,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,PF-05212377,"PF-5212377, WYE-103760, SAM-760",Small Molecule,Other Neurotransmitters,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Pfizer,,"SAM-760 is an orally available antagonist of the serotonin 6 receptor (5-HT 6 ). By modulating serotonin levels in the brain, 5-HT 6 antagonists are thought to lead to secondary increases in the levels of the neurotransmitters acetylcholine and glutamate, benefitting learning and memory.","Background SAM-760 is an orally available antagonist of the serotonin 6 receptor (5-HT 6 ). By modulating serotonin levels in the brain, 5-HT 6 antagonists are thought to lead to secondary increases in the levels of the neurotransmitters acetylcholine and glutamate, benefitting learning and memory. Wyeth originally developed PF-5212377 as WYE-103760, also known as SAM-760, before becoming a subsidiary of Pfizer in 2009.","Overview Name: PF-05212377 Synonyms: PF-5212377, WYE-103760, SAM-760 Therapy Type: Small Molecule (timeline) Target Type: Other Neurotransmitters (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Pfizer",discontinued,2.0,False,1.0,02 Feb 2018,https://www.alzforum.org/therapeutics/pf-05212377
pf-06648671,PF-06648671,https://www.alzforum.org/therapeutics/pf-06648671,,Alzheimer's Disease (Discontinued),Pfizer,Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,PF-06648671,,Small Molecule,Amyloid-Related,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Pfizer,,PF-06648671 is a γ-secretase modulator Pfizer was developing for the treatment of Alzheimer's disease. No preclinical information is publicly available on this compound.,Background PF-06648671 is a γ-secretase modulator Pfizer was developing for the treatment of Alzheimer's disease. No preclinical information is publicly available on this compound.,Overview Name: PF-06648671 Therapy Type: Small Molecule (timeline) Target Type: Amyloid-Related (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Pfizer,discontinued,,False,,06 Jan 2022,https://www.alzforum.org/therapeutics/pf-06648671
pf-06751979,PF-06751979,https://www.alzforum.org/therapeutics/pf-06751979,BACE inhibitor,Alzheimer's Disease (Discontinued),Pfizer,Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,PF-06751979,BACE inhibitor,Small Molecule,Amyloid-Related,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Pfizer,,Pfizer developed the BACE 1 inhibitor PF-06751979 for the treatment of Alzheimer's disease to Phase 1. This inhibitor is selective for BACE1 over BACE2 and the related aspartyl protease Cathepsin D.,"Background Pfizer developed the BACE 1 inhibitor PF-06751979 for the treatment of Alzheimer's disease to Phase 1. This inhibitor is selective for BACE1 over BACE2 and the related aspartyl protease Cathepsin D. It enters the brain, and reduces the CSF Aβ42 concentration in mice and dogs. In contrast to nonselective BACE inhibitors, PF-06751979 induced no depigmentation in human melanocyte cultures, and chronic administration to dogs for up to nine months causes no loss in coat pigmentation ( O’Neill et al., 2018 ). This drug was given as an oral suspension.",Overview Name: PF-06751979 Synonyms: BACE inhibitor Therapy Type: Small Molecule (timeline) Target Type: Amyloid-Related (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Pfizer,discontinued,,False,,29 Nov 2019,https://www.alzforum.org/therapeutics/pf-06751979
pf-06852231,PF-06852231,https://www.alzforum.org/therapeutics/pf-06852231,,Alzheimer's Disease (Discontinued),Pfizer,Cholinergic System,Small Molecule,,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,PF-06852231,,Small Molecule,Cholinergic System,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Pfizer,,PF-06852231 is a small-molecule cholinergic modulator. No preclinical information about this compound is published.,Background PF-06852231 is a small-molecule cholinergic modulator. No preclinical information about this compound is published.,Overview Name: PF-06852231 Therapy Type: Small Molecule (timeline) Target Type: Cholinergic System (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Pfizer,discontinued,,False,,02 Feb 2018,https://www.alzforum.org/therapeutics/pf-06852231
phenserine,Phenserine,https://www.alzforum.org/therapeutics/phenserine,,Alzheimer's Disease (Inactive),"Annovis Bio, TorreyPines Therapeutics, Inc.",Cholinergic System,Small Molecule,,?fda_statuses[]=190&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Phenserine,,Small Molecule,Cholinergic System,Alzheimer's Disease,Alzheimer's Disease (Inactive),"Annovis Bio, TorreyPines Therapeutics, Inc.",,"Phenserine is a physostigmine analog that inhibits acetylcholinesterase. It has also been shown to inhibit Aβ production by reducing expression of APP ( Klein, 2007 ; Venti et al., 2004 ; Utsuki et al., 2006 ).","Background Phenserine is a physostigmine analog that inhibits acetylcholinesterase. It has also been shown to inhibit Aβ production by reducing expression of APP ( Klein, 2007 ; Venti et al., 2004 ; Utsuki et al., 2006 ).","Overview Name: Phenserine Therapy Type: Small Molecule (timeline) Target Type: Cholinergic System (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Inactive) Company: Annovis Bio, TorreyPines Therapeutics, Inc.",unknown,,False,,19 Jun 2020,https://www.alzforum.org/therapeutics/phenserine
photobiomodulation,PhotoBioModulation,https://www.alzforum.org/therapeutics/photobiomodulation,"Low level light therapy, Low level laser therapy, Cold laser therapy, Transcranial infrared brain stimulation, Transcranial photobiomodulation, Transcranial near-infrared laser therapy (NILT), Transcranial low-level light therapy","Alzheimer's Disease (Not Regulated), Mild Cognitive Impairment (Not Regulated), Parkinson's Disease (Not Regulated)",,"Inflammation, Unknown",Procedural Intervention,,?fda_statuses[]=33161&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=33161&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=33161&therapy_types[]=165 | ?therapy_types[]=165,Therapeutics,PhotoBioModulation,"Low level light therapy, Low level laser therapy, Cold laser therapy, Transcranial infrared brain stimulation, Transcranial photobiomodulation, Transcranial near-infrared laser therapy (NILT), Transcranial low-level light therapy",Procedural Intervention,"Inflammation, Unknown","Alzheimer's Disease, Mild Cognitive Impairment, Parkinson's Disease","Alzheimer's Disease (Not Regulated), Mild Cognitive Impairment (Not Regulated), Parkinson's Disease (Not Regulated)",,,Photobiomodulation is a form of light therapy that exposes tissue to red or near-infrared (NIR) light. Low-energy lasers or light-emitting diodes are placed on or near the skin.,"Background Photobiomodulation is a form of light therapy that exposes tissue to red or near-infrared (NIR) light. Low-energy lasers or light-emitting diodes are placed on or near the skin. Their light penetrates tissue, where endogenous chromophores absorb it, and cause physical and chemical changes in cells. This non-heating therapy employs wavelengths from ~600 to ~1100 nm. Near-infrared light, with its longer wavelengths, penetrates tissues more deeply than shorter wavelengths of red light. This treatment causes no notable side effects, and can be done at home. Red or NIR light is claimed to promote cell health by enhancing mitochondrial energy production, and by increasing blood circulation. Absorption of NIR light by the mitochondrial enzyme cytochrome C oxidase and subsequent stimulation of the respiratory chain is the commonly claimed mechanism of action (reviewed in Hamblin, 2018 ). This therapy has been studied in animal models, where it is reported to increase ATP production, stimulate anti-inflammatory, anti-apoptotic, and antioxidant responses, promote neurogenesis and synaptogenesis, and improve cognition (reviewed in Salehpour et al., 2018 ). In healthy rats, photobiomodulation (PBM) improved the metabolic profile, spatial memory, and neuroinflammation markers in young and aged animals ( Dos Santos Cardoso et al., 2021 ; Cardoso et al., 2022 ). Literature in animal models of Alzheimer’s disease reports improved mitochondrial function, reduced Aβ plaques, tau tangles, inflammation, and oxidative stress, and lessening of cognitive deficits after transcranial PBM (e.g. De Taboada et al., 2011 ; reviewed in Su et al., 2023 ; Salehpour et al., 2021 ). Targeting abdomen, bone marrow, or lymph nodes with light therapy also improved outcomes in mouse models of AD and PD ( Oron and Oron, 2016 ; Johnstone et al., 2014 ; Wu et al., 2022 ; Farfara et al., 2015 ). PBM is claimed to activate microglia, stimulate glymphatic clearance of Aβ, and improve gut flora ( Salehpour et al., 2022 ; Chen et al., 2021 ; Liebert et al., 2019 ; Stepanov et al., 2022 ). In a negative study, transcranial PBM with 810 nm light had no benefit in the 5XFAD mouse model ( Sipion et al., 2023 ). For a recent review on preclinical and clinical development of PBM for AD and PD, see Shen et al., 2024 . Parameters of time, wavelength, power, and light source for PBM are under investigation (e.g. Spera et al. 2021 ; Joshi et al., 2024 ). In extracranial low-energy applications, only a tiny fraction of light penetrates the skull to reach the brain, although applying higher light intensity can increase penetration ( Henderson and Morries, 2015 ). Human cadaver studies have shown near-infrared wavelengths can penetrate 40 mm through the scalp and skull into the brain ( Tedford et al., 2015 ). Alternative approaches such as intracranial and intranasal delivery are being investigated to reach deeper brain structures (e.g., Salehpour et al., 2020 ). Many different PBM devices are sold directly to consumers for home use. Some are FDA-approved for treating pain and inflammation, wound healing, promoting hair growth, and decreasing fat deposits; many are not. Hundreds of clinical trials are registered for a wide range of applications. A Phase 3 trial in stroke patients was terminated for futility ( Hacke et al., 2014 ). More recently, a placebo-controlled trial found no effect on cognitive impairment in people with schizophrenia ( Kheradmand et al., 2022 ). Evidence for cognitive improvement in healthy adults is mixed ( Salehpour et al., 2019 ; Lee et al., 2023 ).","Overview Name: PhotoBioModulation Synonyms: Low level light therapy, Low level laser therapy, Cold laser therapy, Transcranial infrared brain stimulation, Transcranial photobiomodulation, Transcranial near-infrared laser therapy (NILT), Transcranial low-level light therapy Therapy Type: Procedural Intervention Target Type: Inflammation (timeline) , Unknown Condition(s): Alzheimer's Disease, Mild Cognitive Impairment, Parkinson's Disease U.S. FDA Status: Alzheimer's Disease (Not Regulated), Mild Cognitive Impairment (Not Regulated), Parkinson's Disease (Not Regulated)",unknown,,False,,09 May 2024,https://www.alzforum.org/therapeutics/photobiomodulation
physostigmine-salicylate,Physostigmine Salicylate,https://www.alzforum.org/therapeutics/physostigmine-salicylate,Synapton,Alzheimer's Disease (Discontinued),"Forest Laboratories, Inc.",Cholinergic System,Small Molecule,,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Physostigmine Salicylate,Synapton,Small Molecule,Cholinergic System,Alzheimer's Disease,Alzheimer's Disease (Discontinued),"Forest Laboratories, Inc.",,Physostigmine salicylate is a reversible acetylcholinesterase inhibitor that effectively increases the concentration of acetylcholine and thus the stimulation of both nicotinic and muscarinic receptors due to the increase in available acetylcholine at the synapse.,Background Physostigmine salicylate is a reversible acetylcholinesterase inhibitor that effectively increases the concentration of acetylcholine and thus the stimulation of both nicotinic and muscarinic receptors due to the increase in available acetylcholine at the synapse.,"Overview Name: Physostigmine Salicylate Synonyms: Synapton Therapy Type: Small Molecule (timeline) Target Type: Cholinergic System (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Forest Laboratories, Inc.",discontinued,,False,,12 Dec 2013,https://www.alzforum.org/therapeutics/physostigmine-salicylate
pioglitazone,Pioglitazone,https://www.alzforum.org/therapeutics/pioglitazone,"AD4833, Actos®, Glustin™, Piozone®",Mild Cognitive Impairment (Phase 3),"Takeda Pharmaceutical Company, Zinfandel Pharmaceuticals Inc.","Inflammation, Other",Small Molecule,Type 2 diabetes mellitus,?fda_statuses[]=183&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Pioglitazone,"AD4833, Actos®, Glustin™, Piozone®",Small Molecule,"Inflammation, Other",Mild Cognitive Impairment,Mild Cognitive Impairment (Phase 3),"Takeda Pharmaceutical Company, Zinfandel Pharmaceuticals Inc.",Type 2 diabetes mellitus,Pioglitazone is an insulin sensitizer of the thiazolidinedione class of peroxisome-proliferator activated receptor γ (PPARγ) agonists. Takeda developed pioglitazone as a once-daily treatment of type 2 diabetes.,"Background Pioglitazone is an insulin sensitizer of the thiazolidinedione class of peroxisome-proliferator activated receptor γ (PPARγ) agonists. Takeda developed pioglitazone as a once-daily treatment of type 2 diabetes. The FDA approved it in 1999 as an adjunct to diet and exercise for the control of blood sugar in adults with this disease. Since then pioglitazone has come to be prescribed worldwide, but was withdrawn from the market in Germany and France because of concerns that it might increase the risk of bladder cancer. The issue remains under review in the United States, though in its update issued in August 2013, the FDA did not conclude that pioglitazone increased the risk of bladder cancer. Generic tablet versions became available starting in 2012. In recent years, PPARγ has come to be a target of interest for Alzheimer's drug development, both because of a general overlap of metabolic disease and Alzheimer's disease risk factors and because cell-based and animal studies have implicated PPARγ, in particular, to play a role in neuroinflammatory processes in Alzheimer's and other neurodegenerative conditions. For example, PPARγ activation has been shown to modulate the microglial response to amyloid deposition in such a way that it increases Aβ phagocytosis and decreases cytokine release ( Dec 2012 news story ; Yamanaka et al., 2012 ; Mandrekar-Colucci et al., 2012 ).","Overview Name: Pioglitazone Synonyms: AD4833, Actos®, Glustin™, Piozone® Chemical Name: 2,4-Thiazolidinedione Therapy Type: Small Molecule (timeline) Target Type: Inflammation (timeline) , Other (timeline) Condition(s): Mild Cognitive Impairment U.S. FDA Status: Mild Cognitive Impairment (Phase 3) Company: Takeda Pharmaceutical Company, Zinfandel Pharmaceuticals Inc. Approved for: Type 2 diabetes mellitus",ongoing,3.0,True,2.0,05 Jan 2024,https://www.alzforum.org/therapeutics/pioglitazone
piromelatine,Piromelatine,https://www.alzforum.org/therapeutics/piromelatine,Neu-P11,Alzheimer's Disease (Phase 2),Neurim Pharmaceuticals Ltd.,"Other Neurotransmitters, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Piromelatine,Neu-P11,Small Molecule,"Other Neurotransmitters, Other",Alzheimer's Disease,Alzheimer's Disease (Phase 2),Neurim Pharmaceuticals Ltd.,,"Piromelatine is a multimodal sleep drug. It acts primarily as an agonist of MT1/MT2/MT3 melatonin receptors and serotonin 5-HT1A and 5-HT1D receptors, but reportedly also is a low-affinity antagonist of 5-HT2B, P2X3, and TRPV1 receptors.","Background Piromelatine is a multimodal sleep drug. It acts primarily as an agonist of MT1/MT2/MT3 melatonin receptors and serotonin 5-HT1A and 5-HT1D receptors, but reportedly also is a low-affinity antagonist of 5-HT2B, P2X3, and TRPV1 receptors. Neurim Pharmaceuticals claims that this compound may benefit control of circadian rhythm, metabolism, cognition, and mood. Preclinical studies have reported cognitive improvement in rats that had received hippocampal Aβ42 injections to simulate Alzheimer’s disease ( He et al., 2013 ). There are also reports on analgesic and hypnotic effects in a mouse model of neuropathic pain ( Liu et al., 2014 ), as well as blood pressure lowering and metabolic benefits in rats ( Huang et al., 2013 ; Zhou et al., 2017 ). Disrupted sleep is common in Alzheimer's disease. A prior clinical trial of melatonin itself was negative ( Dec 2003 news ), but since then, numerous human and animal studies have implicated poor sleep quality in Alzheimer's pathogenesis. Proposed mechanisms relate to theta-wave memory consolidation, protein translation, as well as nocturnal clearance of Aβ and other waste proteins (e.g., Sep 2009 news ; Aug 2012 news ; Aug 2012 conference news ; Jun 2014 news ; May 2016 conference news ; Varga et al., 2016 ).","Overview Name: Piromelatine Synonyms: Neu-P11 Therapy Type: Small Molecule (timeline) Target Type: Other Neurotransmitters (timeline) , Other (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Neurim Pharmaceuticals Ltd.",ongoing,2.0,False,1.0,07 Jun 2022,https://www.alzforum.org/therapeutics/piromelatine
pmn310,PMN310,https://www.alzforum.org/therapeutics/pmn310,,Alzheimer's Disease (Phase 1),"ProMIS Neurosciences, Inc.",Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&therapy_types[]=162 | ?therapy_types[]=162,Therapeutics,PMN310,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,Alzheimer's Disease (Phase 1),"ProMIS Neurosciences, Inc.",,PMN310 is a humanized IgG1 monoclonal antibody to soluble Aβ oligomers. It was raised against a constrained cyclic peptide derived from amino acids 13–16 (HHQK) of Aβ.,"Background PMN310 is a humanized IgG1 monoclonal antibody to soluble Aβ oligomers. It was raised against a constrained cyclic peptide derived from amino acids 13–16 (HHQK) of Aβ. This epitope was predicted by computer modeling to be exposed on toxic Aβ oligomers but not monomers or fibrils. The peptide was reported to accelerate Aβ aggregation in vitro, suggesting this epitope plays a role in seeding the formation of Aβ oligomers, and thus is a good target for inhibition by an antibody ( Cashman et al., 2021, AAIC poster ). In preclinical work, PMN310 selectively bound to Aβ oligomers over monomers. It inhibited Aβ oligomer propagation and toxicity in vitro and in cell assays. It prevented Aβ-induced memory deficits, and lessened synaptic loss and inflammation caused by cerebroventricular Aβ-oligomer injection in mice ( Kaplan et al., 2023 ; US Patent 9.216,217 B2 ). The antibody did not bind to Aβ plaque or vascular deposits in AD brain tissue sections, but did react with soluble oligomer-enriched fractions ( Gibbs et al., 2019 ). In a direct comparison with other Aβ antibodies, PMN310 was the least affected by high concentrations of competing monomeric Aβ, a characteristic that correlates with clinical efficacy of trialed antibodies ( Kaplan et al., 2023 AD/PD poster ; Kaplan et al., 2024 preprint ). The ability of PMN310 to target oligomers in the presence of competing monomers and plaque suggests a potential for better target engagement in brain and a lower risk of ARIA, compared to other, less-selective antibodies.","Overview Name: PMN310 Therapy Type: Immunotherapy (passive) (timeline) Target Type: Amyloid-Related (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 1) Company: ProMIS Neurosciences, Inc.",ongoing,1.0,False,,24 Jan 2025,https://www.alzforum.org/therapeutics/pmn310
